MANAGEMENT_TYPE_USE,MANAGEMENT_STATUS_USE,JURISDICTION,JURISDICTIONAL_WATERS,FMP,SECTOR_USE,SUBSECTOR,REGION,ZONE_USE,SPP_NAME,CLUSTER
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,MID ATLANTIC,ALL,DOLPHIN,16200
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,MID ATLANTIC,ALL,DOLPHIN,16201
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,MID ATLANTIC,ALL,DOLPHIN,16202
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,MID ATLANTIC,ALL,WAHOO,16203
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,MID ATLANTIC,ALL,WAHOO,16204
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,WAHOO,16205
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,WAHOO,16206
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,MID ATLANTIC,ALL,DOLPHIN,16207
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,MID ATLANTIC,ALL,DOLPHIN,16208
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,MID ATLANTIC,ALL,DOLPHIN,16209
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,MID ATLANTIC,ALL,DOLPHIN,16210
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,DOLPHIN,16211
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,MID ATLANTIC,ALL,DOLPHIN,16212
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,MID ATLANTIC,ALL,DOLPHIN,16213
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,MID ATLANTIC,ALL,DOLPHIN,16214
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,MID ATLANTIC,ALL,WAHOO,16215
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,MID ATLANTIC,ALL,WAHOO,16216
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,MID ATLANTIC,ALL,WAHOO,16217
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,MID ATLANTIC,ALL,WAHOO,16218
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,MID ATLANTIC,ALL,DOLPHIN,16219
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,WAHOO,16220
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,MID ATLANTIC,ALL,DOLPHIN,16221
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,MID ATLANTIC,ALL,DOLPHIN,16222
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,DOLPHIN,16223
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,ALL,16224
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,ALL,16225
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,16226
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,16227
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,16228
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,16229
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,NORTH ATLANTIC,ALL,DOLPHIN,16230
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,POWERHEAD,NORTH ATLANTIC,ALL,WAHOO,16231
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,NORTH ATLANTIC,ALL,WAHOO,16232
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,NORTH ATLANTIC,ALL,WAHOO,16233
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,NORTH ATLANTIC,ALL,WAHOO,16234
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,NORTH ATLANTIC,ALL,WAHOO,16235
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,NORTH ATLANTIC,ALL,WAHOO,16236
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,NORTH ATLANTIC,ALL,WAHOO,16237
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,ALL,DOLPHIN,16238
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,ALL,DOLPHIN,16239
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,NORTH ATLANTIC,ALL,DOLPHIN,16240
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,NORTH ATLANTIC,ALL,DOLPHIN,16241
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,NORTH ATLANTIC,ALL,DOLPHIN,16242
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,NORTH ATLANTIC,ALL,DOLPHIN,16243
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,SPEARFISHING,NORTH ATLANTIC,ALL,WAHOO,16244
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,SPEARFISHING,NORTH ATLANTIC,ALL,WAHOO,16245
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ROD AND REEL,NORTH ATLANTIC,ALL,WAHOO,16246
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ROD AND REEL,NORTH ATLANTIC,ALL,WAHOO,16247
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,ALL,WAHOO,16248
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,ALL,WAHOO,16249
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HANDLINE,NORTH ATLANTIC,ALL,DOLPHIN,16250
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,HANDLINE,NORTH ATLANTIC,ALL,DOLPHIN,16251
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,AUTOMATIC REEL,NORTH ATLANTIC,ALL,DOLPHIN,16252
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,AUTOMATIC REEL,NORTH ATLANTIC,ALL,DOLPHIN,16253
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,BANDIT GEAR,NORTH ATLANTIC,ALL,DOLPHIN,16254
PERMITTED AND AUTHORIZED GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,BANDIT GEAR,NORTH ATLANTIC,ALL,DOLPHIN,16255
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,NORTH OF 39° N. LAT.,WAHOO,16256
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16257
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,16258
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,16259
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,16260
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,16261
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,SOUTH ATLANTIC,ALL,DOLPHIN,16262
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,WAHOO,16263
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,SOUTH ATLANTIC,ALL,DOLPHIN,16264
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,SOUTH ATLANTIC,ALL,DOLPHIN,16265
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,DOLPHIN,16266
TURTLE RELEASE GEAR,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,ALL,ALL,16267
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,ALL,16268
TRIP LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,NORTH OF 39° N. LAT.,DOLPHIN,16269
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,DOLPHIN,16270
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,DOLPHIN,16271
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,16272
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,16273
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16274
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16275
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,ALL,WAHOO,16276
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,ALL,WAHOO,16277
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PRIVATE,NORTH ATLANTIC,ALL,DOLPHIN,16278
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,16279
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,16280
REGULATORY REPORTING,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,FOR-HIRE,NORTH ATLANTIC,ALL,ALL,16281
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,CHARTER,NORTH ATLANTIC,ALL,DOLPHIN,16282
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,DOLPHIN,16283
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,ALL,16284
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16285
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16286
PROHIBITED SALE AND PURCHASE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,NORTH ATLANTIC,ALL,WAHOO,16287
BAG LIMIT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,HEADBOAT,NORTH ATLANTIC,ALL,DOLPHIN,16288
CLOSURE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,EAST FLORIDA COAST CLOSED AREA,WAHOO,16289
CLOSURE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,EAST FLORIDA COAST CLOSED AREA,WAHOO,16290
CLOSURE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,EAST FLORIDA COAST CLOSED AREA,DOLPHIN,16291
CLOSURE,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,EAST FLORIDA COAST CLOSED AREA,DOLPHIN,16292
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,NORTHEASTERN UNITED STATES CLOSED AREA,WAHOO,16293
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,NORTHEASTERN UNITED STATES CLOSED AREA,WAHOO,16294
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,NORTH ATLANTIC,NORTHEASTERN UNITED STATES CLOSED AREA,DOLPHIN,16295
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,NORTH ATLANTIC,NORTHEASTERN UNITED STATES CLOSED AREA,DOLPHIN,16296
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,CHARLESTON BUMP CLOSED AREA,DOLPHIN,16297
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,CHARLESTON BUMP CLOSED AREA,DOLPHIN,16298
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,PELAGIC LONGLINE,SOUTH ATLANTIC,CHARLESTON BUMP CLOSED AREA,WAHOO,16299
CLOSURE,SEASONAL,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,PELAGIC LONGLINE,SOUTH ATLANTIC,CHARLESTON BUMP CLOSED AREA,WAHOO,16300
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",16301
PERMIT REQUIREMENTS AND ENDORSEMENTS,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",16302
STATE RELATED,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,GULF OF MEXICO,OFF FLORIDA,ALL,16303
STATE RELATED,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,GULF OF MEXICO,OFF FLORIDA,ALL,16304
HARVEST METHOD,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",16305
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,SOUTH ATLANTIC,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",16306
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,DIVING,SOUTH ATLANTIC,OFF BROWARD MIAMI-DADE MONROE COLLIER AND LEE COUNTIES FL,"LOBSTER, CARIBBEAN SPINY",16307
STATE RELATED,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,RECREATIONAL,ALL,SOUTH ATLANTIC,OFF FLORIDA,ALL,16308
STATE RELATED,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,ALL,SOUTH ATLANTIC,OFF FLORIDA,ALL,16309
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,BULLY NET,GULF OF MEXICO,OFF FLORIDA,"LOBSTER, CARIBBEAN SPINY",16310
POSSESSION LIMIT,ONCE,FEDERAL,EEZ,SPINY LOBSTER FISHERY OF THE GULF OF MEXICO AND SOUTH ATLANTIC,COMMERCIAL,DIVING,GULF OF MEXICO,OFF BROWARD MIAMI-DADE MONROE COLLIER AND LEE COUNTIES FL,"LOBSTER, CARIBBEAN SPINY",16311
IGNORABLE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,RECREATIONAL,ALL,GULF OF MEXICO,OFF TEXAS,ALL,16312
IGNORABLE,ONCE,FEDERAL,EEZ,SHRIMP FISHERY OF THE GULF OF MEXICO,COMMERCIAL,ALL,GULF OF MEXICO,OFF TEXAS,ALL,16313
CONSOLIDATION OF ONGOING REGULATIONS,ONCE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,ALL,MID ATLANTIC,ALL,ALL,16314
CONSOLIDATION OF ONGOING REGULATIONS,ONCE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,ALL,MID ATLANTIC,ALL,ALL,16315
CONSOLIDATION OF ONGOING REGULATIONS,ONCE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,RECREATIONAL,ALL,SOUTH ATLANTIC,ALL,ALL,16316
CONSOLIDATION OF ONGOING REGULATIONS,ONCE,FEDERAL,EEZ,ATLANTIC COAST RED DRUM FISHERY,COMMERCIAL,ALL,SOUTH ATLANTIC,ALL,ALL,16317
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,WAHOO,16318
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,WAHOO,16319
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,RECREATIONAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,DOLPHIN,16320
LANDED INTACT,ONCE,FEDERAL,EEZ,DOLPHIN AND WAHOO FISHERY OFF THE ATLANTIC STATES,COMMERCIAL,ALL,MID ATLANTIC,IN BAHAMIAN WATERS,DOLPHIN,16321
